POS;NUMBER;LAP;TIME;GAP_FIRST;GAP_PREVIOUS;KPH; LAPS;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;55;8;1:46.834;-;-;200.7;13;Mazda Team Joest;DPi;;;Mazda DPi;M;409;201;27;48;110;3;;4834;;;Jonathan;Bomarito;Gold;;USA;;309;1;Gold;;;Harry;Tincknell;Platinum;;GBR;;1288;2;Platinum;;;Olivier;Pla;Platinum;;FRA;;300;3;Platinum;;;;;;;;;;;;;;;;;;;;;
2;31;10;1:47.649;+0.815;+0.815;199.2;23;Whelen Engineering Racing;DPi;;;Cadillac DPi;M;254;1;27;49;7646;3;;4840;;;Felipe;Nasr;Platinum;;BRA;;1598;1;Platinum;;;Eric;Curran;Gold;;USA;;382;2;Gold;;;Pipo;Derani;Gold;;BRA;;1083;3;Gold;;;;;;;;;;;;;;;;;;;;;
3;10;16;1:47.651;+0.817;+0.002;199.2;21;Konica Minolta Cadillac DPi-V.R.;DPi;;;Cadillac DPi;M;252;81;27;49;7646;3;;4829;;;Renger;Van Der Zande;Gold;;NLD;;385;1;Gold;;;Jordan;Taylor;Platinum;;USA;;13;2;Platinum;;;Matthieu;Vaxiviere;Gold;;FRA;;1850;3;Gold;;;;;;;;;;;;;;;;;;;;;
4;7;16;1:47.989;+1.155;+0.338;198.5;20;Acura Team Penske;DPi;;;Acura DPi;M;408;200;27;65;7641;3;;4833;;;Ricky;Taylor;Gold;;USA;;608;1;Gold;;;Helio;Castroneves;Platinum;;USA;;1525;4;Platinum;;;Alexander;Rossi;Platinum;;USA;;599;3;Platinum;;;;;;;;;;;;;;;;;;;;;
5;77;20;1:48.285;+1.451;+0.296;198.0;20;Mazda Team Joest;DPi;;;Mazda DPi;M;410;201;27;48;110;3;;4835;;;Oliver;Jarvis;Platinum;;GBR;;350;1;Platinum;;;Tristan;Nunez;Gold;;USA;;169;2;Gold;;;Timo;Bernhard;Platinum;;DEU;;691;3;Platinum;;;;;;;;;;;;;;;;;;;;;
6;5;9;1:48.652;+1.818;+0.367;197.3;21;Mustang Sampling Racing;DPi;;;Cadillac DPi;M;253;158;27;49;7646;3;;4841;;;Joao;Barbosa;Gold;;PRT;;182;1;Gold;;;Brendon;Hartley;Platinum;;NZL;;304;2;Platinum;;;Filipe;Albuquerque;Platinum;;PRT;;1194;3;Platinum;;;;;;;;;;;;;;;;;;;;;
7;6;13;1:48.688;+1.854;+0.036;197.3;19;Acura Team Penske;DPi;;;Acura DPi;M;407;200;27;65;7641;3;;4837;;;Dane;Cameron;Gold;;USA;;54;4;Gold;;;Juan Pablo;Montoya;Platinum;;COL;;1329;1;Platinum;;;Simon;Pagenaud;Platinum;;FRA;;3;3;Platinum;;;;;;;;;;;;;;;;;;;;;
8;54;14;1:48.963;+2.129;+0.275;196.8;20;CORE autosport;DPi;;;Nissan DPi;M;411;10;27;51;915;3;;4820;;;Jonathan;Bennett;Bronze;;USA;;60;1;Bronze;;;Colin;Braun;Gold;;USA;;61;2;Gold;;;Romain;Dumas;Platinum;;FRA;;291;3;Platinum;;;;;;;;;;;;;;;;;;;;;
9;85;20;1:48.985;+2.151;+0.022;196.7;21;JDC-Miller MotorSports;DPi;;;Cadillac DPi;M;266;15;27;49;7646;3;;4824;;;Misha;Goikhberg;Silver;;RUS;;168;1;Silver;;;Tristan;Vautier;Gold;;FRA;;635;2;Gold;;;Juan;Piedrahita;Silver;;COL;;1763;3;Silver;;;;;;;;;;;;;;;;;;;;;
10;50;18;1:49.466;+2.632;+0.481;195.9;19;Juncos Racing;DPi;;;Cadillac DPi;M;574;250;27;49;7646;3;;4843;;;Will;Owen;Silver;;USA;;1411;1;Silver;;;Rene;Binder;Gold;;AUT;;1782;2;Gold;;;Agustin;Canapino;Gold;;ARG;;1783;3;Gold;;;;;;;;;;;;;;;;;;;;;
